product_id,product_name,category,unit_cost,weight_kg,dimensions_cm
PRD05225,Page Pro,Books,25.55,6.27,90x22x39
PRD05226,Throw Pro,Sports,85.23,2.03,44x24x57
PRD05227,Build Lite,Home & Kitchen,283.72,2.13,82x47x27
PRD05228,Task Max,Sports,294.65,16.44,77x12x7
PRD05229,Teach Standard,Books,119.2,6.73,29x57x81
PRD05230,Could Standard,Toys,13.08,13.55,80x35x49
PRD05231,Upon Max,Toys,294.55,1.99,100x68x87
PRD05232,Heart Lite,Sports,346.15,10.3,100x52x68
PRD05233,Suggest Pro,Home & Kitchen,98.18,7.02,61x99x87
PRD05234,Wonder Pro,Home & Kitchen,330.38,3.07,12x24x50
PRD05235,Way Max,Sports,173.84,14.77,68x8x40
PRD05236,Those Lite,Toys,437.67,8.24,65x13x51
PRD05237,Various Pro,Books,185.99,4.6,48x94x48
PRD05238,Young Max,Toys,133.47,7.04,95x90x31
PRD05239,Detail Standard,Toys,284.72,9.05,31x50x68
PRD05240,Many Pro,Home & Kitchen,99.22,8.39,24x35x84
PRD05241,Attention Lite,Home & Kitchen,211.56,6.84,22x34x100
PRD05242,Middle Standard,Books,183.78,3.43,14x55x59
PRD05243,Fire Max,Sports,12.82,6.9,76x43x7
PRD05244,Owner Max,Sports,210.12,9.91,78x59x25
PRD05245,Always Pro,Toys,172.05,9.2,12x80x39
PRD05246,How Max,Toys,470.21,18.37,94x48x22
PRD05247,Piece Max,Books,364.19,19.42,42x52x93
PRD05248,Fear Lite,Toys,484.44,2.42,52x21x28
PRD05249,Me Standard,Electronics,21.34,11.76,24x54x11
PRD05250,Position Pro,Home & Kitchen,48.67,11.46,69x27x69
PRD05251,Seat Pro,Sports,174.19,12.3,96x66x73
PRD05252,Standard Pro,Home & Kitchen,411.99,10.32,56x52x50
PRD05253,Benefit Lite,Toys,437.29,7.56,51x94x55
PRD05254,Congress Max,Books,75.09,18.63,91x58x17
PRD05255,Marriage Pro,Electronics,358.98,16.69,97x54x52
PRD05256,Education Lite,Sports,74.89,0.68,100x83x28
PRD05257,Its Standard,Toys,68.94,11.59,78x99x37
PRD05258,Change Max,Toys,329.85,16.72,97x46x90
PRD05259,Hand Standard,Electronics,434.06,9.43,74x70x8
PRD05260,Time Standard,Electronics,194.9,10.89,42x96x84
PRD05261,Remain Lite,Books,26.83,9.63,52x39x98
PRD05262,Mean Standard,Books,64.87,13.07,19x35x74
PRD05263,System Lite,Home & Kitchen,487.69,18.93,7x45x91
PRD05264,Tell Lite,Home & Kitchen,410.01,0.89,57x34x40
PRD05265,Alone Standard,Toys,300.98,11.19,13x29x81
PRD05266,Seat Standard,Electronics,242.68,12.35,94x78x7
PRD05267,Next Lite,Books,266.39,16.88,26x79x90
PRD05268,Each Max,Books,71.79,3.76,73x11x68
PRD05269,Both Max,Toys,342.99,19.99,47x43x48
PRD05270,Knowledge Pro,Electronics,99.44,10.53,51x25x91
PRD05271,Information Standard,Toys,199.08,2.93,16x77x35
PRD05272,Build Max,Books,421.48,19.09,76x6x47
PRD05273,Team Standard,Electronics,173.97,8.31,69x74x90
PRD05274,Thought Pro,Sports,172.85,18.14,89x15x61
PRD05275,Middle Lite,Toys,437.96,2.2,18x36x44
PRD05276,Role Standard,Electronics,415.13,15.05,73x16x72
PRD05277,Kid Lite,Toys,248.35,17.27,44x82x54
PRD05278,Cultural Lite,Home & Kitchen,33.46,19.89,74x87x8
PRD05279,The Lite,Sports,37.54,1.17,29x80x66
PRD05280,Hundred Standard,Books,297.08,8.08,59x27x9
PRD05281,Dream Max,Home & Kitchen,290.54,11.5,52x50x90
PRD05282,Former Standard,Toys,293.0,19.57,87x89x83
PRD05283,Build Standard,Home & Kitchen,406.58,14.19,59x79x26
PRD05284,Direction Standard,Books,312.58,12.81,91x77x19
PRD05285,Source Max,Toys,418.09,17.88,71x92x40
PRD05286,Hope Standard,Books,10.65,7.24,17x96x29
PRD05287,Traditional Pro,Home & Kitchen,377.95,16.6,50x93x62
PRD05288,Music Pro,Sports,241.73,19.22,49x46x77
PRD05289,Establish Max,Electronics,226.07,14.1,35x57x89
PRD05290,That Pro,Toys,321.54,16.66,48x66x16
PRD05291,Policy Lite,Electronics,337.41,11.71,27x13x98
PRD05292,Image Max,Home & Kitchen,96.01,7.17,83x28x99
PRD05293,Together Standard,Electronics,300.69,5.75,99x16x8
PRD05294,Treatment Lite,Books,370.49,8.67,34x77x19
PRD05295,Heavy Pro,Home & Kitchen,162.68,18.16,14x22x41
PRD05296,Center Pro,Home & Kitchen,347.23,14.49,60x15x45
PRD05297,Out Pro,Toys,89.6,16.11,11x40x52
PRD05298,Story Standard,Electronics,306.29,15.7,60x23x39
PRD05299,Expert Standard,Sports,456.58,11.27,12x68x17
PRD05300,Of Max,Sports,53.05,7.88,72x86x61
PRD05301,Suddenly Standard,Electronics,174.75,17.96,93x14x7
PRD05302,Foot Max,Toys,435.53,17.17,15x81x28
PRD05303,Authority Standard,Home & Kitchen,384.3,13.87,98x9x26
PRD05304,Add Standard,Books,227.95,19.28,62x32x95
PRD05305,Few Standard,Books,67.28,12.7,80x80x51
PRD05306,Heavy Standard,Books,94.9,10.89,90x34x86
PRD05307,Leave Max,Sports,296.31,17.04,55x74x79
PRD05308,Much Standard,Books,133.11,6.17,13x35x50
PRD05309,Enjoy Lite,Toys,142.16,2.63,66x60x30
PRD05310,Book Standard,Books,296.66,4.14,64x100x83
PRD05311,Ago Standard,Electronics,239.69,12.03,68x63x29
PRD05312,Voice Pro,Sports,164.78,19.04,5x5x58
PRD05313,Call Standard,Sports,296.5,10.76,91x50x15
PRD05314,Popular Pro,Home & Kitchen,69.47,13.78,18x65x71
PRD05315,Significant Max,Books,471.04,16.75,57x55x68
PRD05316,Night Standard,Sports,142.36,5.94,53x31x33
PRD05317,Human Lite,Sports,214.27,9.68,61x61x61
PRD05318,Left Lite,Books,261.69,19.99,81x92x26
PRD05319,Eight Lite,Electronics,217.06,16.4,49x56x89
PRD05320,Job Standard,Toys,397.86,7.33,32x96x42
PRD05321,Deal Pro,Electronics,412.8,11.01,87x72x76
PRD05322,Technology Lite,Home & Kitchen,152.49,2.33,12x55x74
PRD05323,Together Standard,Books,466.95,2.69,11x19x82
PRD05324,Least Pro,Toys,487.6,5.02,5x7x11
PRD05325,Growth Lite,Toys,392.45,17.18,90x47x70
PRD05326,Vote Lite,Home & Kitchen,224.19,2.66,5x54x29
PRD05327,Live Standard,Home & Kitchen,153.07,2.96,89x21x5
PRD05328,Already Lite,Books,449.47,13.23,75x28x36
PRD05329,College Max,Electronics,217.27,1.15,21x42x35
PRD05330,Ever Pro,Toys,36.51,17.81,58x22x49
PRD05331,Resource Lite,Sports,281.18,18.23,42x5x25
PRD05332,Half Pro,Books,79.87,19.25,73x75x98
PRD05333,White Max,Toys,297.19,6.33,52x100x40
PRD05334,Power Max,Electronics,217.77,9.32,95x72x51
PRD05335,Spring Pro,Books,432.8,0.88,22x36x98
PRD05336,Important Standard,Electronics,220.54,19.8,15x79x86
PRD05337,When Pro,Home & Kitchen,477.21,3.49,9x56x37
PRD05338,Whose Standard,Books,204.72,16.32,83x97x8
PRD05339,Win Max,Sports,291.79,17.83,91x41x61
PRD05340,Improve Standard,Toys,459.54,9.39,47x33x51
PRD05341,Customer Lite,Toys,483.41,14.55,79x85x89
PRD05342,Often Pro,Electronics,160.2,17.2,5x7x58
PRD05343,Agency Lite,Electronics,305.51,12.1,38x18x55
PRD05344,Training Pro,Books,26.93,15.23,59x54x66
PRD05345,Loss Pro,Electronics,211.92,10.23,33x66x46
PRD05346,Cut Pro,Sports,424.15,12.93,69x78x68
PRD05347,Follow Standard,Books,177.64,17.96,32x76x78
PRD05348,Mention Pro,Home & Kitchen,288.6,12.52,73x95x56
PRD05349,Far Standard,Electronics,37.64,0.26,78x24x29
PRD05350,Tend Standard,Books,167.18,7.13,22x71x66
PRD05351,Production Standard,Sports,235.85,4.51,47x88x18
PRD05352,Bag Max,Sports,202.22,7.86,40x63x71
PRD05353,Whose Standard,Books,480.66,9.01,95x98x98
PRD05354,Wonder Max,Sports,57.14,9.62,11x44x97
PRD05355,Wife Lite,Toys,256.62,10.85,48x53x42
PRD05356,Debate Standard,Sports,94.15,9.04,72x19x16
PRD05357,Despite Max,Toys,25.12,0.45,98x32x61
PRD05358,Candidate Max,Electronics,355.13,13.41,97x49x16
PRD05359,Son Lite,Toys,266.44,14.51,70x87x63
PRD05360,Scientist Lite,Home & Kitchen,336.21,8.68,61x97x38
PRD05361,Traditional Max,Electronics,451.64,15.03,32x10x20
PRD05362,Real Max,Electronics,354.26,4.44,20x18x7
PRD05363,People Max,Books,368.38,9.34,99x9x18
PRD05364,Spring Max,Home & Kitchen,294.07,4.91,94x18x65
PRD05365,Direction Lite,Home & Kitchen,337.73,13.83,96x35x33
PRD05366,Billion Standard,Books,15.08,1.93,61x69x66
PRD05367,Ever Max,Books,26.3,15.71,89x38x81
PRD05368,Film Lite,Books,249.71,6.82,55x83x70
PRD05369,Thousand Pro,Toys,182.54,6.05,31x57x44
PRD05370,Front Standard,Books,243.44,16.12,59x37x78
PRD05371,Play Lite,Electronics,475.18,14.99,93x33x10
PRD05372,Never Lite,Home & Kitchen,40.19,2.89,76x90x29
PRD05373,College Max,Electronics,422.5,14.67,32x30x11
PRD05374,Receive Standard,Books,390.35,7.93,68x46x59
PRD05375,Wide Standard,Books,62.71,4.06,9x50x75
PRD05376,Life Pro,Books,434.03,3.03,36x28x50
PRD05377,Pm Pro,Sports,239.98,18.83,18x8x56
PRD05378,Most Pro,Toys,281.83,17.84,28x47x44
PRD05379,Break Max,Home & Kitchen,18.21,5.93,86x70x31
PRD05380,Look Lite,Books,435.78,1.51,87x74x63
PRD05381,Movie Lite,Electronics,378.11,11.42,96x65x87
PRD05382,Level Max,Sports,158.63,14.1,35x76x65
PRD05383,Line Max,Books,131.46,9.38,6x53x100
PRD05384,Probably Standard,Books,371.12,7.07,69x79x100
PRD05385,Do Pro,Home & Kitchen,122.44,5.25,82x91x83
PRD05386,Turn Standard,Sports,351.03,10.52,10x100x25
PRD05387,Above Standard,Home & Kitchen,260.96,17.57,12x66x40
PRD05388,Cause Max,Home & Kitchen,151.42,8.55,70x41x50
PRD05389,Individual Standard,Toys,230.62,19.09,99x66x74
PRD05390,Information Max,Sports,372.83,9.79,68x97x98
PRD05391,Threat Pro,Electronics,144.57,9.97,70x85x33
PRD05392,Yourself Max,Home & Kitchen,135.85,2.44,33x14x66
PRD05393,Over Standard,Toys,385.01,2.61,10x78x64
PRD05394,Plan Standard,Home & Kitchen,183.43,19.79,31x84x9
PRD05395,Unit Standard,Books,259.28,6.3,64x64x71
PRD05396,He Max,Books,94.03,11.99,12x82x25
PRD05397,Necessary Max,Books,119.74,11.51,57x26x91
PRD05398,Account Lite,Sports,195.68,15.36,34x96x85
PRD05399,Claim Pro,Toys,209.23,7.11,75x67x29
PRD05400,All Pro,Electronics,326.91,13.87,24x88x5
PRD05401,Least Max,Electronics,312.23,3.01,11x76x86
PRD05402,Feeling Lite,Electronics,208.1,11.74,98x29x75
PRD05403,Seek Max,Books,180.41,3.45,27x27x86
PRD05404,Bed Standard,Toys,153.73,19.16,66x59x34
PRD05405,Foreign Lite,Toys,32.92,11.96,19x36x90
PRD05406,Camera Max,Electronics,123.89,2.8,93x93x99
PRD05407,Claim Lite,Books,37.65,6.38,62x44x86
PRD05408,Onto Pro,Electronics,78.23,3.73,51x26x11
PRD05409,Court Pro,Toys,119.87,15.51,59x86x26
PRD05410,Condition Standard,Home & Kitchen,298.59,7.81,34x64x70
PRD05411,On Max,Toys,115.84,6.6,46x18x14
PRD05412,Seat Max,Sports,106.59,12.92,52x32x97
PRD05413,Message Max,Sports,25.19,11.55,83x26x99
PRD05414,At Max,Toys,298.36,0.12,44x13x97
PRD05415,Allow Max,Electronics,281.04,14.51,69x32x72
PRD05416,Various Lite,Electronics,285.04,12.44,69x76x24
PRD05417,Rich Pro,Sports,165.46,3.03,80x34x32
PRD05418,Room Standard,Home & Kitchen,28.65,8.39,72x48x79
PRD05419,New Standard,Electronics,108.3,10.27,75x96x72
PRD05420,A Lite,Books,186.69,4.38,17x38x26
PRD05421,Five Lite,Home & Kitchen,299.03,8.77,29x76x14
PRD05422,Movie Lite,Sports,220.22,18.93,24x46x52
PRD05423,Agency Pro,Electronics,147.12,12.58,15x13x33
PRD05424,People Max,Books,193.22,9.82,64x56x97
PRD05425,Well Max,Toys,144.31,14.06,63x65x98
PRD05426,Charge Max,Books,11.31,1.32,49x59x7
PRD05427,Success Max,Sports,20.01,4.69,100x93x17
PRD05428,Carry Lite,Home & Kitchen,422.81,3.11,47x26x75
PRD05429,Local Max,Toys,280.8,16.46,55x14x27
PRD05430,Anyone Standard,Electronics,237.88,3.96,6x34x47
PRD05431,Three Max,Home & Kitchen,216.47,2.05,89x41x61
PRD05432,Open Pro,Toys,45.92,8.6,92x19x45
PRD05433,Forget Lite,Home & Kitchen,110.85,16.88,9x88x75
PRD05434,Wrong Lite,Books,154.44,7.15,86x84x31
PRD05435,Level Standard,Home & Kitchen,479.0,10.53,50x9x32
PRD05436,Dark Lite,Books,461.83,10.61,99x13x10
PRD05437,Exist Pro,Home & Kitchen,181.56,1.86,82x30x75
PRD05438,Hospital Standard,Home & Kitchen,324.95,17.85,22x75x96
PRD05439,Role Pro,Home & Kitchen,496.43,13.44,54x51x43
PRD05440,Mission Standard,Electronics,274.44,14.93,56x8x68
PRD05441,Family Standard,Books,345.16,19.36,19x45x48
PRD05442,Doctor Pro,Books,467.65,15.33,54x42x7
PRD05443,Machine Max,Sports,131.76,8.52,84x50x87
PRD05444,High Max,Home & Kitchen,336.86,18.56,39x27x86
PRD05445,Current Lite,Electronics,496.88,15.96,44x26x86
PRD05446,Make Max,Toys,138.25,2.88,51x27x38
PRD05447,Actually Pro,Toys,447.47,17.29,50x38x72
PRD05448,Property Max,Sports,335.79,10.56,32x82x28
PRD05449,Space Standard,Sports,107.16,14.13,35x35x15
PRD05450,According Lite,Electronics,394.96,16.06,29x17x87
PRD05451,Relationship Max,Sports,212.31,10.46,94x86x70
PRD05452,Make Pro,Books,442.92,7.99,89x14x45
PRD05453,Manage Lite,Books,390.26,12.92,57x71x49
PRD05454,Guy Standard,Electronics,273.44,7.57,92x72x62
PRD05455,Form Max,Toys,35.56,11.24,72x56x99
PRD05456,Rock Max,Toys,267.09,6.52,45x13x91
PRD05457,Ago Pro,Electronics,441.55,10.55,87x94x98
PRD05458,Off Standard,Electronics,166.59,16.18,42x100x28
PRD05459,After Standard,Home & Kitchen,179.91,2.7,52x97x10
PRD05460,Mr Max,Books,368.05,3.58,99x77x73
PRD05461,Break Lite,Home & Kitchen,490.59,12.37,73x90x12
PRD05462,Assume Pro,Toys,138.56,8.84,7x47x90
PRD05463,Their Lite,Home & Kitchen,22.52,6.85,53x68x41
PRD05464,Talk Standard,Books,119.63,14.75,25x6x90
PRD05465,Develop Max,Home & Kitchen,273.87,0.93,48x14x60
PRD05466,Important Pro,Toys,324.48,14.74,49x30x98
PRD05467,Beat Pro,Books,379.89,18.96,62x49x24
PRD05468,Yourself Max,Home & Kitchen,395.67,15.56,72x66x8
PRD05469,Fight Pro,Sports,206.74,8.27,7x20x69
PRD05470,Science Max,Books,99.92,2.77,17x72x25
PRD05471,Ten Pro,Home & Kitchen,77.17,10.68,66x100x78
PRD05472,Indeed Standard,Home & Kitchen,25.03,8.31,47x88x59
PRD05473,Sometimes Standard,Books,78.56,18.36,89x56x9
PRD05474,Leg Pro,Toys,446.4,10.04,47x27x85
PRD05475,Space Pro,Home & Kitchen,55.71,7.41,60x87x49
PRD05476,Paper Pro,Home & Kitchen,371.46,8.74,55x62x85
PRD05477,Fight Standard,Electronics,367.03,18.7,23x71x63
PRD05478,Test Lite,Books,272.97,11.88,39x47x99
PRD05479,Condition Pro,Toys,111.8,9.53,27x73x41
PRD05480,Mrs Standard,Books,427.08,9.13,42x63x38
PRD05481,Brother Lite,Books,173.17,6.4,25x41x51
PRD05482,Work Lite,Electronics,315.62,12.32,26x65x8
PRD05483,Direction Pro,Toys,176.94,14.32,72x26x49
PRD05484,However Pro,Toys,352.13,2.32,88x57x37
PRD05485,Example Standard,Sports,127.53,11.46,85x6x21
PRD05486,For Standard,Books,415.64,6.1,90x87x13
PRD05487,Member Max,Sports,86.29,12.92,68x85x28
PRD05488,Open Pro,Sports,219.16,3.13,100x70x15
PRD05489,Owner Lite,Toys,87.67,12.02,37x80x9
PRD05490,Arm Pro,Toys,129.24,6.9,32x16x15
PRD05491,Recently Lite,Toys,106.14,8.0,53x36x31
PRD05492,Ground Standard,Sports,460.58,11.85,36x78x25
PRD05493,Stock Pro,Toys,461.93,4.43,67x90x44
PRD05494,Wonder Max,Toys,79.03,14.88,75x78x66
PRD05495,Method Pro,Electronics,280.31,6.57,84x17x13
PRD05496,Institution Lite,Home & Kitchen,288.0,13.02,93x5x81
PRD05497,Knowledge Max,Home & Kitchen,108.21,1.42,64x43x72
PRD05498,When Standard,Electronics,178.81,10.65,52x46x26
PRD05499,Whether Lite,Books,410.56,17.2,51x96x96
PRD05500,Factor Lite,Home & Kitchen,92.88,1.81,5x95x30
PRD05501,Price Max,Home & Kitchen,243.6,4.11,17x90x65
PRD05502,Budget Standard,Books,396.65,13.56,79x47x73
PRD05503,Many Pro,Sports,321.19,14.98,50x27x54
PRD05504,Surface Max,Toys,105.19,4.18,91x100x53
PRD05505,Top Max,Home & Kitchen,380.59,0.46,86x65x9
PRD05506,Into Pro,Electronics,435.82,13.63,14x40x14
PRD05507,Catch Lite,Books,25.91,17.79,24x10x35
PRD05508,For Lite,Sports,113.66,9.15,68x59x41
PRD05509,Social Max,Sports,480.26,3.14,14x40x81
PRD05510,Far Max,Toys,471.23,0.94,6x74x66
PRD05511,Officer Pro,Toys,384.49,13.12,67x80x6
PRD05512,Citizen Max,Sports,476.02,15.52,69x53x44
PRD05513,Forget Standard,Toys,114.61,10.84,33x43x24
PRD05514,Well Standard,Sports,354.86,9.13,90x100x83
PRD05515,Issue Max,Books,302.98,15.06,7x50x33
PRD05516,Prove Pro,Home & Kitchen,377.45,2.62,76x83x67
PRD05517,Position Pro,Sports,370.0,16.66,30x36x50
PRD05518,Matter Max,Books,364.52,7.36,92x37x6
PRD05519,Mind Pro,Sports,80.33,13.95,97x21x17
PRD05520,The Pro,Home & Kitchen,120.71,17.13,46x48x68
PRD05521,Sound Standard,Toys,433.01,4.12,66x62x25
PRD05522,Behavior Lite,Home & Kitchen,445.48,1.8,5x34x96
PRD05523,Nation Max,Sports,62.74,9.16,91x31x64
PRD05524,Garden Pro,Electronics,183.48,10.45,15x94x69
PRD05525,Stock Lite,Sports,185.59,12.51,87x84x51
PRD05526,Marriage Lite,Electronics,310.25,6.15,24x81x69
PRD05527,Other Max,Electronics,184.2,13.38,19x19x22
PRD05528,Democrat Standard,Sports,241.83,6.84,91x57x44
PRD05529,Manage Pro,Toys,36.72,4.97,17x82x13
PRD05530,Even Pro,Sports,488.15,17.32,80x62x72
PRD05531,Man Pro,Home & Kitchen,143.26,15.6,27x74x34
PRD05532,Reach Pro,Books,72.33,10.57,15x17x46
PRD05533,Others Lite,Home & Kitchen,108.11,11.4,15x50x34
PRD05534,Color Max,Books,385.96,19.3,23x30x12
PRD05535,Culture Pro,Sports,209.86,8.05,28x77x6
PRD05536,Reveal Standard,Electronics,170.24,6.73,73x73x72
PRD05537,Season Pro,Sports,488.47,7.73,30x66x91
PRD05538,Measure Pro,Toys,231.54,5.67,40x46x13
PRD05539,Point Pro,Toys,461.61,17.93,51x88x7
PRD05540,Sign Pro,Toys,57.47,5.96,30x7x9
PRD05541,Half Pro,Home & Kitchen,155.64,19.4,19x91x82
PRD05542,Road Lite,Books,440.78,10.42,37x82x74
PRD05543,From Pro,Books,341.37,7.74,13x64x63
PRD05544,Public Lite,Home & Kitchen,342.68,5.43,63x63x29
PRD05545,Second Pro,Books,291.11,15.77,34x78x90
PRD05546,Watch Max,Toys,337.44,17.7,29x54x72
PRD05547,Born Standard,Electronics,233.01,0.17,88x9x32
PRD05548,Market Pro,Books,21.98,19.85,39x66x21
PRD05549,Open Pro,Home & Kitchen,401.19,15.27,64x18x53
PRD05550,Culture Max,Home & Kitchen,272.77,16.77,66x75x60
PRD05551,Great Standard,Home & Kitchen,276.6,12.51,43x86x11
PRD05552,Next Standard,Electronics,385.9,9.13,9x64x62
PRD05553,Difference Max,Toys,391.74,12.32,47x40x46
PRD05554,Yet Lite,Toys,225.73,15.93,85x34x99
PRD05555,Be Standard,Books,39.32,0.61,14x8x39
PRD05556,Movie Lite,Home & Kitchen,142.63,6.56,64x68x78
PRD05557,Full Pro,Books,449.52,6.68,84x47x23
PRD05558,Fine Lite,Toys,431.53,5.06,74x20x7
PRD05559,Him Pro,Sports,449.5,2.2,17x35x20
PRD05560,Listen Pro,Toys,352.45,11.15,73x13x71
PRD05561,Current Max,Sports,313.27,12.31,56x70x50
PRD05562,Watch Lite,Sports,190.34,19.17,32x95x74
PRD05563,Boy Pro,Sports,223.35,6.87,68x90x34
PRD05564,Speak Standard,Electronics,171.2,11.79,45x66x72
PRD05565,Pressure Standard,Sports,307.39,8.33,32x73x21
PRD05566,Claim Max,Toys,427.75,5.21,80x18x20
PRD05567,Eight Standard,Electronics,384.07,13.17,83x51x40
PRD05568,Under Max,Toys,93.71,18.64,69x71x78
PRD05569,Yet Pro,Sports,226.17,8.7,96x74x42
PRD05570,Thus Max,Home & Kitchen,26.64,12.8,15x70x62
PRD05571,Own Pro,Home & Kitchen,160.35,16.97,98x58x99
PRD05572,Partner Standard,Toys,392.52,1.45,42x29x69
PRD05573,Hundred Pro,Home & Kitchen,53.99,9.72,56x38x69
PRD05574,Dream Pro,Books,335.21,9.05,28x92x87
PRD05575,Education Max,Toys,337.07,19.12,95x47x69
PRD05576,Decade Lite,Books,476.45,15.23,92x50x16
PRD05577,Pick Max,Toys,366.03,7.04,15x69x61
PRD05578,Southern Max,Sports,166.98,5.85,63x97x17
PRD05579,Hope Lite,Sports,239.64,0.69,70x83x85
PRD05580,Place Pro,Home & Kitchen,263.28,19.33,86x82x62
PRD05581,News Lite,Books,59.51,17.59,96x76x97
PRD05582,Class Lite,Books,14.62,5.59,99x54x69
PRD05583,Chair Lite,Toys,330.12,3.54,9x31x54
PRD05584,Heavy Lite,Books,104.57,4.17,80x85x86
PRD05585,Read Standard,Books,309.72,6.01,47x54x75
PRD05586,Management Standard,Books,26.8,1.26,14x80x65
PRD05587,Contain Pro,Home & Kitchen,20.91,15.95,58x92x56
PRD05588,Best Lite,Toys,46.24,7.01,18x18x40
PRD05589,Experience Pro,Books,203.16,19.99,86x92x76
PRD05590,Mr Standard,Books,395.34,6.81,16x6x56
PRD05591,Simply Max,Home & Kitchen,479.76,13.54,14x99x26
PRD05592,Allow Standard,Books,444.44,17.87,57x18x65
PRD05593,Environment Max,Books,484.29,7.39,17x31x96
PRD05594,Many Pro,Electronics,131.07,4.54,58x68x55
PRD05595,Religious Pro,Home & Kitchen,247.62,19.83,79x69x7
PRD05596,Fight Standard,Home & Kitchen,163.53,13.8,87x91x94
PRD05597,Why Standard,Toys,121.56,2.31,76x74x33
PRD05598,Wonder Standard,Books,312.66,9.56,85x63x10
PRD05599,Move Max,Toys,432.15,2.05,54x19x69
PRD05600,Challenge Standard,Books,426.15,6.87,94x88x94
PRD05601,Should Standard,Electronics,183.66,19.35,81x53x68
PRD05602,Another Lite,Books,348.4,12.2,64x22x18
PRD05603,Organization Standard,Electronics,369.66,13.91,49x49x40
PRD05604,Have Max,Electronics,149.63,16.21,31x98x6
PRD05605,Recent Lite,Electronics,407.81,18.02,63x12x86
PRD05606,Bar Standard,Sports,157.45,11.34,41x90x100
PRD05607,Interest Pro,Books,116.21,8.47,10x70x8
PRD05608,Nature Pro,Books,362.41,14.73,15x94x84
PRD05609,Different Standard,Books,331.22,9.75,57x6x68
PRD05610,So Standard,Sports,304.24,13.81,88x98x23
PRD05611,Single Lite,Home & Kitchen,69.97,17.71,35x39x12
PRD05612,Behavior Max,Books,435.97,1.08,77x37x97
PRD05613,Model Pro,Home & Kitchen,283.85,15.55,54x58x20
PRD05614,Red Standard,Toys,446.46,17.62,35x54x24
PRD05615,Keep Pro,Books,33.9,15.98,13x55x58
PRD05616,Around Standard,Toys,367.95,10.72,99x76x46
PRD05617,Various Standard,Toys,118.8,3.97,36x65x76
PRD05618,Close Max,Home & Kitchen,144.88,11.36,10x49x91
PRD05619,Training Standard,Books,370.4,15.4,82x40x34
PRD05620,Radio Pro,Books,384.26,18.5,95x12x79
PRD05621,Pick Lite,Toys,313.67,3.58,31x52x49
PRD05622,Think Max,Sports,130.73,15.56,10x34x27
PRD05623,Senior Standard,Electronics,61.46,14.95,17x81x88
PRD05624,Drug Standard,Home & Kitchen,487.54,13.97,80x26x95
PRD05625,Three Pro,Books,363.07,4.93,66x53x35
PRD05626,Per Max,Electronics,484.88,2.12,84x26x20
PRD05627,Ever Max,Books,267.96,17.33,25x79x32
PRD05628,Program Standard,Sports,351.27,11.07,5x10x37
PRD05629,Market Standard,Sports,310.86,8.9,63x58x18
PRD05630,Run Lite,Toys,457.22,10.14,47x39x30
PRD05631,However Max,Sports,276.18,8.89,89x50x60
PRD05632,Member Standard,Electronics,193.79,2.49,12x27x81
PRD05633,Power Standard,Electronics,466.0,3.05,36x86x18
PRD05634,Enough Pro,Toys,150.09,16.66,100x43x87
PRD05635,Land Pro,Sports,389.61,17.74,37x10x81
PRD05636,Bed Pro,Electronics,396.08,9.16,42x57x80
PRD05637,Consumer Standard,Books,356.4,1.82,16x27x75
PRD05638,Central Lite,Electronics,188.87,1.38,83x31x66
PRD05639,Determine Lite,Electronics,248.02,2.42,76x29x64
PRD05640,Live Standard,Sports,68.52,6.76,83x97x50
PRD05641,Call Standard,Toys,418.25,10.57,42x26x16
PRD05642,Morning Lite,Electronics,115.58,4.74,69x50x38
PRD05643,Believe Standard,Toys,118.33,3.27,50x29x96
PRD05644,Third Standard,Home & Kitchen,478.2,13.89,66x79x7
PRD05645,Someone Max,Sports,133.91,11.97,59x65x35
PRD05646,Direction Max,Sports,154.95,12.49,88x78x50
PRD05647,Put Standard,Home & Kitchen,269.39,14.31,26x76x22
PRD05648,Thousand Standard,Sports,55.47,4.54,40x10x76
PRD05649,Say Lite,Books,170.5,5.98,54x54x39
PRD05650,I Pro,Sports,62.21,8.99,94x84x47
PRD05651,Hold Pro,Electronics,90.55,13.6,17x83x25
PRD05652,Thus Pro,Sports,30.12,13.55,57x47x50
PRD05653,Whatever Pro,Home & Kitchen,66.0,13.61,97x17x49
PRD05654,Yeah Lite,Toys,111.01,6.86,6x64x13
PRD05655,Deal Standard,Toys,338.14,5.45,76x87x86
PRD05656,Find Pro,Books,14.34,3.83,45x52x28
PRD05657,Expect Lite,Books,203.75,2.33,51x8x52
PRD05658,Since Lite,Home & Kitchen,395.08,4.99,60x67x54
PRD05659,Apply Standard,Home & Kitchen,236.56,2.43,85x100x38
PRD05660,Stuff Max,Sports,168.57,13.73,41x95x98
PRD05661,Early Lite,Home & Kitchen,425.29,18.78,98x11x86
PRD05662,Attorney Pro,Electronics,91.36,17.56,90x15x69
PRD05663,Our Lite,Electronics,105.88,7.14,92x67x27
PRD05664,Understand Pro,Sports,196.38,11.46,48x20x70
PRD05665,Nation Lite,Sports,315.12,13.39,40x73x19
PRD05666,Good Lite,Books,40.11,17.47,95x30x27
PRD05667,Under Lite,Sports,249.54,5.14,52x47x43
PRD05668,Interesting Max,Toys,413.88,14.76,39x61x75
PRD05669,His Max,Toys,242.68,6.19,100x54x33
PRD05670,Idea Pro,Books,499.88,11.85,51x35x8
