movement_id,product_id,warehouse_id,movement_date,quantity,movement_type
MV0004542,PRD05463,WH018,2024-11-19,-102,outbound
MV0004543,PRD08777,WH001,2024-10-12,884,adjustment
MV0004544,PRD04101,WH007,2025-04-16,344,adjustment
MV0004545,PRD06193,WH008,2024-09-28,145,outbound
MV0004546,PRD01494,WH013,2025-07-30,617,outbound
MV0004547,PRD07951,WH018,2025-08-27,625,outbound
MV0004548,PRD00960,WH016,2025-09-24,-86,adjustment
MV0004549,PRD05412,WH014,2024-12-17,491,adjustment
MV0004550,PRD00825,WH019,2024-11-28,-260,adjustment
MV0004551,PRD00850,WH020,2024-10-07,875,replenishment
MV0004552,PRD05245,WH009,2025-02-01,885,replenishment
MV0004553,PRD02698,WH007,2025-08-15,876,replenishment
MV0004554,PRD00778,WH004,2025-06-01,-372,replenishment
MV0004555,PRD07049,WH015,2025-05-30,818,replenishment
MV0004556,PRD04106,WH019,2025-05-21,335,replenishment
MV0004557,PRD01941,WH017,2025-08-02,-4,replenishment
MV0004558,PRD04625,WH008,2025-06-22,587,outbound
MV0004559,PRD03384,WH012,2024-11-05,840,adjustment
MV0004560,PRD01148,WH016,2025-05-31,802,outbound
MV0004561,PRD04470,WH019,2025-08-19,920,adjustment
MV0004562,PRD08628,WH020,2024-12-05,-398,adjustment
MV0004563,PRD05268,WH012,2024-10-27,218,adjustment
MV0004564,PRD00248,WH017,2025-08-18,902,outbound
MV0004565,PRD06048,WH018,2025-06-23,969,replenishment
MV0004566,PRD07009,WH001,2025-06-12,38,outbound
MV0004567,PRD01728,WH020,2025-01-14,613,adjustment
MV0004568,PRD05902,WH014,2025-08-03,806,replenishment
MV0004569,PRD08155,WH017,2025-01-12,-137,outbound
MV0004570,PRD02420,WH015,2025-04-02,52,adjustment
MV0004571,PRD00425,WH020,2025-09-20,669,adjustment
MV0004572,PRD09670,WH015,2025-09-11,-380,replenishment
MV0004573,PRD00579,WH005,2025-02-28,-446,outbound
MV0004574,PRD07432,WH019,2025-09-25,287,replenishment
MV0004575,PRD03169,WH002,2025-09-15,398,outbound
MV0004576,PRD07408,WH012,2025-05-04,-286,outbound
MV0004577,PRD04404,WH008,2025-04-06,-92,outbound
MV0004578,PRD09752,WH003,2025-04-06,372,replenishment
MV0004579,PRD06822,WH013,2025-04-19,-107,outbound
MV0004580,PRD07132,WH004,2025-08-13,168,outbound
MV0004581,PRD06142,WH015,2025-03-16,-482,adjustment
MV0004582,PRD02383,WH019,2025-03-02,928,outbound
MV0004583,PRD04605,WH015,2024-10-14,994,adjustment
MV0004584,PRD09916,WH008,2025-01-18,144,replenishment
MV0004585,PRD06364,WH014,2024-12-24,-440,adjustment
MV0004586,PRD02205,WH010,2024-10-13,-258,replenishment
MV0004587,PRD04663,WH018,2025-02-19,140,outbound
MV0004588,PRD05383,WH015,2025-01-22,-290,adjustment
MV0004589,PRD09606,WH018,2025-01-23,-153,adjustment
MV0004590,PRD03697,WH018,2025-02-20,863,replenishment
MV0004591,PRD03184,WH010,2024-12-12,546,outbound
MV0004592,PRD04787,WH008,2025-08-26,205,adjustment
MV0004593,PRD00389,WH007,2025-07-16,833,adjustment
MV0004594,PRD01357,WH003,2024-10-10,-157,outbound
MV0004595,PRD00949,WH011,2024-10-13,907,adjustment
MV0004596,PRD09118,WH013,2025-02-19,961,adjustment
MV0004597,PRD08295,WH013,2025-09-23,811,adjustment
MV0004598,PRD03344,WH016,2024-10-14,581,adjustment
MV0004599,PRD05128,WH004,2025-03-25,-373,outbound
MV0004600,PRD09054,WH007,2024-11-18,449,adjustment
MV0004601,PRD04010,WH008,2025-02-15,722,outbound
MV0004602,PRD06563,WH006,2024-10-23,44,adjustment
MV0004603,PRD00236,WH018,2025-04-23,846,outbound
MV0004604,PRD07260,WH007,2025-04-23,325,adjustment
MV0004605,PRD03269,WH013,2024-11-30,-3,outbound
MV0004606,PRD00438,WH008,2025-09-15,980,outbound
MV0004607,PRD04467,WH006,2025-09-20,-409,replenishment
MV0004608,PRD00923,WH015,2024-11-16,12,outbound
MV0004609,PRD08754,WH003,2025-06-11,-188,replenishment
MV0004610,PRD04110,WH003,2025-03-20,872,adjustment
MV0004611,PRD04609,WH017,2025-01-25,89,replenishment
MV0004612,PRD04404,WH013,2025-07-08,499,adjustment
MV0004613,PRD03205,WH005,2025-09-26,-390,replenishment
MV0004614,PRD04671,WH006,2025-07-23,435,outbound
MV0004615,PRD09791,WH009,2025-06-15,-477,adjustment
MV0004616,PRD07876,WH003,2024-12-03,915,outbound
MV0004617,PRD08116,WH008,2025-06-22,785,outbound
MV0004618,PRD08159,WH002,2024-11-21,-327,outbound
MV0004619,PRD08855,WH012,2024-11-18,-325,adjustment
MV0004620,PRD07488,WH017,2024-12-24,807,adjustment
MV0004621,PRD06207,WH007,2025-02-28,291,adjustment
MV0004622,PRD03315,WH019,2025-06-04,46,replenishment
MV0004623,PRD06098,WH003,2024-12-28,-296,outbound
MV0004624,PRD03461,WH015,2025-02-06,-163,adjustment
MV0004625,PRD09544,WH012,2024-10-21,40,adjustment
MV0004626,PRD08155,WH009,2024-10-02,-282,replenishment
MV0004627,PRD02343,WH002,2024-12-02,592,replenishment
MV0004628,PRD00606,WH017,2024-10-01,44,outbound
MV0004629,PRD00769,WH020,2024-09-27,743,outbound
MV0004630,PRD02543,WH008,2025-01-07,987,replenishment
MV0004631,PRD06474,WH013,2025-07-01,19,outbound
MV0004632,PRD05350,WH012,2024-10-24,145,replenishment
MV0004633,PRD05613,WH016,2024-11-21,429,outbound
MV0004634,PRD04319,WH015,2025-02-08,11,outbound
MV0004635,PRD06092,WH008,2025-01-22,736,adjustment
MV0004636,PRD00150,WH020,2025-01-28,36,outbound
MV0004637,PRD02172,WH017,2025-02-05,179,outbound
MV0004638,PRD04349,WH007,2025-08-29,331,replenishment
MV0004639,PRD04843,WH002,2024-10-25,-273,replenishment
MV0004640,PRD00199,WH010,2025-08-31,-229,outbound
MV0004641,PRD02726,WH010,2024-10-15,-373,outbound
MV0004642,PRD03816,WH017,2025-09-20,292,adjustment
MV0004643,PRD08979,WH003,2024-11-04,864,outbound
MV0004644,PRD02541,WH011,2025-08-25,-7,adjustment
MV0004645,PRD04320,WH017,2024-12-26,885,replenishment
MV0004646,PRD08274,WH001,2025-01-02,692,replenishment
MV0004647,PRD03249,WH011,2025-09-22,340,replenishment
MV0004648,PRD02039,WH008,2024-10-26,826,adjustment
MV0004649,PRD08341,WH003,2025-02-28,90,outbound
MV0004650,PRD01958,WH015,2025-07-18,517,outbound
MV0004651,PRD01379,WH015,2025-08-04,-380,outbound
MV0004652,PRD09254,WH017,2025-04-12,905,replenishment
MV0004653,PRD06715,WH015,2024-10-02,501,outbound
MV0004654,PRD00612,WH017,2025-03-08,-435,adjustment
MV0004655,PRD01576,WH017,2025-04-21,457,outbound
MV0004656,PRD06360,WH010,2025-02-10,-184,adjustment
MV0004657,PRD07336,WH016,2025-02-28,-364,outbound
MV0004658,PRD08111,WH011,2025-05-06,190,outbound
MV0004659,PRD04434,WH017,2025-04-10,550,outbound
MV0004660,PRD05776,WH014,2025-09-02,-1,outbound
MV0004661,PRD06599,WH009,2025-08-21,-480,outbound
MV0004662,PRD09541,WH019,2025-04-09,-90,replenishment
MV0004663,PRD03481,WH005,2025-08-21,235,replenishment
MV0004664,PRD07846,WH019,2025-07-22,133,outbound
MV0004665,PRD04474,WH012,2025-04-03,812,replenishment
MV0004666,PRD01036,WH017,2025-05-17,-99,outbound
MV0004667,PRD05561,WH019,2025-04-08,555,replenishment
MV0004668,PRD01771,WH008,2024-10-12,684,adjustment
MV0004669,PRD02577,WH019,2025-02-10,663,replenishment
MV0004670,PRD04525,WH018,2025-01-02,-224,outbound
MV0004671,PRD08384,WH014,2025-08-17,362,adjustment
MV0004672,PRD05802,WH001,2025-08-16,588,outbound
MV0004673,PRD01718,WH004,2025-02-03,917,outbound
MV0004674,PRD01528,WH009,2025-06-12,293,outbound
MV0004675,PRD02002,WH014,2025-03-16,-30,adjustment
MV0004676,PRD06198,WH011,2025-07-29,281,outbound
MV0004677,PRD05021,WH013,2024-11-01,544,replenishment
MV0004678,PRD08172,WH003,2025-09-24,442,replenishment
MV0004679,PRD02292,WH018,2025-01-20,-239,adjustment
MV0004680,PRD08887,WH005,2025-03-05,104,replenishment
MV0004681,PRD02210,WH001,2025-06-30,1,outbound
MV0004682,PRD01206,WH019,2025-07-18,-31,replenishment
MV0004683,PRD04729,WH002,2025-09-11,-227,adjustment
MV0004684,PRD04123,WH017,2024-11-15,412,outbound
MV0004685,PRD07940,WH013,2025-01-02,210,outbound
MV0004686,PRD08282,WH016,2025-01-06,-65,adjustment
MV0004687,PRD02264,WH015,2024-11-03,-457,replenishment
MV0004688,PRD03391,WH009,2025-05-20,511,replenishment
MV0004689,PRD02982,WH015,2025-08-31,231,outbound
MV0004690,PRD03195,WH018,2024-10-19,-186,adjustment
MV0004691,PRD07515,WH015,2025-02-19,635,replenishment
MV0004692,PRD00197,WH011,2025-03-17,780,replenishment
MV0004693,PRD07701,WH006,2024-11-26,867,outbound
MV0004694,PRD01045,WH012,2025-05-08,420,replenishment
MV0004695,PRD09705,WH018,2025-05-07,177,replenishment
MV0004696,PRD04369,WH011,2024-09-29,121,outbound
MV0004697,PRD05128,WH012,2025-07-16,592,outbound
MV0004698,PRD09280,WH009,2025-04-09,89,replenishment
MV0004699,PRD08022,WH012,2025-09-18,946,replenishment
MV0004700,PRD03089,WH012,2025-09-18,-46,replenishment
MV0004701,PRD03246,WH014,2025-01-13,792,adjustment
MV0004702,PRD01079,WH017,2025-01-04,-87,replenishment
MV0004703,PRD06848,WH006,2024-12-14,-248,outbound
MV0004704,PRD09411,WH011,2025-07-13,170,adjustment
MV0004705,PRD02092,WH005,2025-05-07,-184,replenishment
MV0004706,PRD07817,WH003,2025-08-16,634,replenishment
MV0004707,PRD03753,WH014,2025-04-04,744,replenishment
MV0004708,PRD01983,WH011,2025-05-17,640,replenishment
MV0004709,PRD00664,WH003,2025-03-26,275,replenishment
MV0004710,PRD06341,WH002,2025-09-22,484,adjustment
MV0004711,PRD06491,WH006,2024-11-11,601,outbound
MV0004712,PRD09365,WH014,2025-03-30,-51,adjustment
MV0004713,PRD02116,WH014,2025-09-06,851,outbound
MV0004714,PRD07995,WH020,2025-03-04,-429,replenishment
MV0004715,PRD04169,WH001,2025-04-10,899,replenishment
MV0004716,PRD01334,WH016,2025-07-02,271,replenishment
MV0004717,PRD09713,WH004,2025-02-11,-215,outbound
MV0004718,PRD00241,WH017,2025-05-27,1000,outbound
MV0004719,PRD04435,WH014,2024-11-05,-414,adjustment
MV0004720,PRD06437,WH005,2024-10-12,563,replenishment
MV0004721,PRD08363,WH017,2025-09-07,169,replenishment
MV0004722,PRD00910,WH006,2025-02-26,781,replenishment
MV0004723,PRD06505,WH013,2024-10-29,-204,adjustment
MV0004724,PRD03651,WH010,2025-03-14,45,replenishment
MV0004725,PRD08092,WH020,2025-06-19,702,replenishment
MV0004726,PRD08386,WH017,2024-11-09,-440,adjustment
MV0004727,PRD04482,WH012,2025-09-24,243,adjustment
MV0004728,PRD02989,WH004,2025-05-03,11,replenishment
MV0004729,PRD00643,WH014,2025-02-05,225,outbound
MV0004730,PRD01949,WH020,2025-05-23,-333,outbound
MV0004731,PRD00434,WH013,2025-06-14,-412,replenishment
MV0004732,PRD02726,WH004,2025-07-21,238,adjustment
MV0004733,PRD04485,WH005,2025-08-20,168,adjustment
MV0004734,PRD01898,WH007,2025-04-23,680,adjustment
MV0004735,PRD07136,WH013,2025-02-09,627,replenishment
MV0004736,PRD01933,WH009,2025-05-21,604,adjustment
MV0004737,PRD04903,WH013,2024-10-04,308,adjustment
MV0004738,PRD01344,WH009,2025-04-06,26,outbound
MV0004739,PRD06839,WH020,2025-06-01,866,adjustment
MV0004740,PRD04180,WH008,2025-05-08,-216,replenishment
MV0004741,PRD05231,WH008,2025-05-14,653,replenishment
MV0004742,PRD06485,WH007,2024-12-10,446,outbound
MV0004743,PRD04561,WH020,2024-12-28,581,outbound
MV0004744,PRD06308,WH019,2025-09-20,174,outbound
MV0004745,PRD04392,WH006,2025-09-15,997,adjustment
MV0004746,PRD04635,WH005,2024-12-06,190,replenishment
MV0004747,PRD00771,WH002,2024-12-17,62,outbound
MV0004748,PRD01373,WH013,2025-05-01,-425,outbound
MV0004749,PRD04099,WH013,2025-02-18,375,outbound
MV0004750,PRD05612,WH007,2025-08-15,281,replenishment
MV0004751,PRD04843,WH008,2024-11-06,-79,adjustment
MV0004752,PRD07769,WH018,2025-01-17,41,replenishment
MV0004753,PRD07195,WH003,2025-06-01,-176,adjustment
MV0004754,PRD04002,WH007,2025-08-18,298,adjustment
MV0004755,PRD06589,WH008,2024-12-01,462,outbound
MV0004756,PRD07383,WH016,2025-06-27,998,replenishment
MV0004757,PRD09238,WH015,2024-11-24,190,replenishment
MV0004758,PRD00944,WH015,2025-01-20,46,replenishment
MV0004759,PRD03092,WH019,2025-07-11,-446,outbound
MV0004760,PRD09469,WH017,2024-12-17,520,replenishment
MV0004761,PRD00483,WH004,2024-10-27,46,adjustment
MV0004762,PRD01903,WH005,2025-07-02,270,outbound
MV0004763,PRD06044,WH020,2025-03-11,379,outbound
MV0004764,PRD08305,WH004,2025-07-26,642,outbound
MV0004765,PRD05949,WH019,2025-09-10,-178,replenishment
MV0004766,PRD05634,WH011,2025-09-15,237,outbound
MV0004767,PRD00545,WH018,2025-06-04,144,adjustment
MV0004768,PRD00408,WH010,2025-08-12,-277,replenishment
MV0004769,PRD03438,WH018,2024-12-08,-456,replenishment
MV0004770,PRD00420,WH001,2025-07-13,-307,replenishment
MV0004771,PRD07903,WH014,2025-02-24,658,adjustment
MV0004772,PRD05519,WH005,2025-03-11,107,replenishment
MV0004773,PRD03843,WH009,2025-07-13,-308,replenishment
MV0004774,PRD08942,WH005,2025-02-18,281,outbound
MV0004775,PRD01338,WH015,2024-10-14,122,replenishment
MV0004776,PRD07680,WH014,2024-10-18,-449,adjustment
MV0004777,PRD02252,WH008,2025-06-14,399,adjustment
MV0004778,PRD02281,WH017,2025-02-11,120,outbound
MV0004779,PRD09953,WH013,2025-04-13,948,outbound
MV0004780,PRD04994,WH004,2025-08-25,444,outbound
MV0004781,PRD09967,WH012,2024-10-16,-240,replenishment
MV0004782,PRD00020,WH017,2025-07-11,986,adjustment
MV0004783,PRD00209,WH001,2025-02-16,904,outbound
MV0004784,PRD00308,WH020,2025-09-25,958,adjustment
MV0004785,PRD04846,WH002,2025-02-24,-336,outbound
MV0004786,PRD08160,WH001,2024-12-15,-329,replenishment
MV0004787,PRD03716,WH008,2025-02-25,381,outbound
MV0004788,PRD00298,WH009,2025-07-30,-67,adjustment
MV0004789,PRD01339,WH015,2025-01-28,436,adjustment
MV0004790,PRD00137,WH002,2024-10-31,-18,outbound
MV0004791,PRD03879,WH002,2025-06-21,48,replenishment
MV0004792,PRD08855,WH010,2025-07-25,-454,replenishment
MV0004793,PRD05741,WH019,2025-01-26,481,replenishment
MV0004794,PRD00842,WH006,2024-11-20,754,replenishment
MV0004795,PRD00578,WH014,2025-05-01,617,outbound
MV0004796,PRD05302,WH012,2025-02-10,-25,adjustment
MV0004797,PRD05180,WH009,2025-09-25,69,outbound
MV0004798,PRD04655,WH011,2024-10-09,-241,adjustment
MV0004799,PRD06993,WH011,2024-11-24,462,replenishment
MV0004800,PRD02711,WH015,2025-01-23,667,replenishment
MV0004801,PRD05036,WH017,2025-07-25,634,outbound
MV0004802,PRD01242,WH002,2024-10-04,363,adjustment
MV0004803,PRD09298,WH017,2024-12-24,626,adjustment
MV0004804,PRD07718,WH015,2025-01-06,-156,outbound
MV0004805,PRD03445,WH001,2025-09-04,716,outbound
MV0004806,PRD04969,WH003,2024-11-01,949,outbound
MV0004807,PRD07993,WH013,2025-07-29,198,outbound
MV0004808,PRD02136,WH001,2024-10-09,-78,adjustment
MV0004809,PRD08141,WH020,2025-04-29,730,adjustment
MV0004810,PRD04879,WH001,2025-06-04,-118,outbound
MV0004811,PRD05734,WH010,2025-02-03,-85,outbound
MV0004812,PRD00823,WH005,2024-10-12,-471,adjustment
MV0004813,PRD09784,WH014,2025-02-19,559,replenishment
MV0004814,PRD09270,WH001,2025-05-05,-459,adjustment
MV0004815,PRD03325,WH013,2025-06-25,-286,adjustment
MV0004816,PRD02015,WH012,2024-11-27,-391,replenishment
MV0004817,PRD05543,WH018,2024-11-08,668,replenishment
MV0004818,PRD04238,WH007,2025-03-20,-74,adjustment
MV0004819,PRD04919,WH015,2025-08-09,310,replenishment
MV0004820,PRD00050,WH004,2025-07-21,303,outbound
MV0004821,PRD03197,WH003,2024-12-17,197,outbound
MV0004822,PRD06314,WH005,2024-12-28,264,replenishment
MV0004823,PRD05585,WH001,2025-08-01,165,adjustment
MV0004824,PRD07555,WH018,2025-06-21,933,adjustment
MV0004825,PRD04603,WH006,2025-05-18,-199,adjustment
MV0004826,PRD09098,WH011,2025-07-19,361,adjustment
MV0004827,PRD06013,WH007,2024-10-03,449,replenishment
MV0004828,PRD04548,WH014,2025-03-10,728,replenishment
MV0004829,PRD00051,WH020,2024-12-14,-194,replenishment
MV0004830,PRD06267,WH020,2025-03-29,791,outbound
MV0004831,PRD06577,WH004,2024-12-28,-58,adjustment
MV0004832,PRD00861,WH019,2024-11-02,121,replenishment
MV0004833,PRD04694,WH012,2025-08-21,46,outbound
MV0004834,PRD04087,WH007,2024-12-06,-103,outbound
MV0004835,PRD04044,WH013,2025-06-01,524,outbound
MV0004836,PRD00474,WH010,2025-08-01,-243,replenishment
MV0004837,PRD00217,WH003,2025-09-08,982,replenishment
MV0004838,PRD03164,WH011,2025-07-08,833,replenishment
MV0004839,PRD01917,WH009,2025-01-07,-398,outbound
MV0004840,PRD06809,WH015,2025-08-09,778,replenishment
MV0004841,PRD07195,WH015,2024-11-08,-28,replenishment
MV0004842,PRD06337,WH020,2025-04-27,753,adjustment
MV0004843,PRD02457,WH017,2025-05-20,890,outbound
MV0004844,PRD09117,WH007,2025-01-29,15,adjustment
MV0004845,PRD08658,WH017,2024-11-15,-216,adjustment
MV0004846,PRD02669,WH014,2025-01-10,62,replenishment
MV0004847,PRD09119,WH016,2024-09-27,710,outbound
MV0004848,PRD08498,WH007,2025-07-23,534,replenishment
MV0004849,PRD04726,WH014,2025-02-14,-18,outbound
MV0004850,PRD03242,WH009,2025-09-02,118,adjustment
MV0004851,PRD09005,WH013,2025-03-21,-201,adjustment
MV0004852,PRD01949,WH003,2024-10-24,676,replenishment
MV0004853,PRD07393,WH011,2024-12-05,640,adjustment
MV0004854,PRD09606,WH008,2025-09-05,845,replenishment
MV0004855,PRD00857,WH016,2025-03-24,-481,replenishment
MV0004856,PRD02644,WH011,2025-01-15,627,adjustment
MV0004857,PRD05067,WH014,2024-12-14,-491,replenishment
MV0004858,PRD06080,WH012,2025-01-12,515,replenishment
MV0004859,PRD02049,WH008,2025-05-01,596,outbound
MV0004860,PRD09886,WH013,2025-07-27,-292,adjustment
MV0004861,PRD05740,WH009,2024-09-29,760,adjustment
MV0004862,PRD01686,WH010,2024-12-25,937,replenishment
MV0004863,PRD06601,WH018,2025-07-04,139,replenishment
MV0004864,PRD04952,WH003,2024-12-01,-3,replenishment
MV0004865,PRD09890,WH012,2025-07-12,385,adjustment
MV0004866,PRD01012,WH020,2025-07-05,279,adjustment
MV0004867,PRD07274,WH002,2025-09-02,318,replenishment
MV0004868,PRD08376,WH017,2025-08-13,835,adjustment
MV0004869,PRD03420,WH020,2025-01-20,-89,adjustment
MV0004870,PRD05776,WH015,2024-09-30,528,adjustment
MV0004871,PRD09222,WH015,2025-01-19,813,replenishment
MV0004872,PRD05693,WH005,2025-07-31,-104,outbound
MV0004873,PRD06638,WH011,2025-06-04,-259,outbound
MV0004874,PRD04126,WH020,2024-10-04,-132,replenishment
MV0004875,PRD04884,WH010,2025-07-01,475,replenishment
MV0004876,PRD08965,WH015,2024-11-26,-405,adjustment
MV0004877,PRD01586,WH009,2025-06-01,576,replenishment
MV0004878,PRD00802,WH001,2025-02-25,378,replenishment
MV0004879,PRD06464,WH011,2024-10-19,-484,outbound
MV0004880,PRD03489,WH020,2024-10-16,-375,outbound
MV0004881,PRD09152,WH007,2025-04-07,942,outbound
MV0004882,PRD05104,WH013,2024-12-04,517,adjustment
MV0004883,PRD08823,WH011,2025-09-05,-478,adjustment
MV0004884,PRD08110,WH009,2025-08-13,-377,outbound
MV0004885,PRD05665,WH012,2025-04-05,951,replenishment
MV0004886,PRD09406,WH003,2025-01-22,-324,outbound
MV0004887,PRD07121,WH016,2025-06-22,612,outbound
MV0004888,PRD01176,WH002,2025-05-06,845,outbound
MV0004889,PRD03533,WH016,2025-05-06,-63,replenishment
MV0004890,PRD04147,WH001,2024-10-03,537,replenishment
MV0004891,PRD06618,WH018,2025-02-10,790,replenishment
MV0004892,PRD02755,WH019,2025-05-10,908,outbound
MV0004893,PRD01775,WH013,2025-05-16,86,replenishment
MV0004894,PRD01379,WH017,2025-05-20,481,outbound
MV0004895,PRD05012,WH010,2025-05-20,110,replenishment
MV0004896,PRD06938,WH009,2025-09-06,810,adjustment
MV0004897,PRD02019,WH003,2025-07-06,11,replenishment
MV0004898,PRD00918,WH017,2025-04-08,74,adjustment
MV0004899,PRD09908,WH003,2025-01-26,-452,outbound
MV0004900,PRD01051,WH002,2025-01-25,-43,adjustment
MV0004901,PRD00688,WH019,2025-01-07,62,replenishment
MV0004902,PRD06069,WH002,2025-06-11,-493,outbound
MV0004903,PRD09311,WH009,2025-01-29,409,replenishment
MV0004904,PRD05188,WH003,2025-07-04,368,replenishment
MV0004905,PRD06172,WH009,2025-03-29,-348,replenishment
MV0004906,PRD05139,WH007,2025-03-15,234,adjustment
MV0004907,PRD08285,WH008,2025-08-07,-405,adjustment
MV0004908,PRD08626,WH019,2025-06-18,841,adjustment
MV0004909,PRD08657,WH017,2024-11-20,328,replenishment
MV0004910,PRD03818,WH016,2025-08-06,-183,adjustment
MV0004911,PRD00402,WH006,2024-11-28,517,outbound
MV0004912,PRD03507,WH003,2025-06-15,275,replenishment
MV0004913,PRD01526,WH008,2025-08-12,930,adjustment
MV0004914,PRD07424,WH006,2025-05-15,13,outbound
MV0004915,PRD03241,WH006,2024-12-12,169,replenishment
MV0004916,PRD09385,WH007,2025-08-23,275,replenishment
MV0004917,PRD09389,WH007,2024-12-23,687,adjustment
MV0004918,PRD06867,WH014,2025-08-29,-46,replenishment
MV0004919,PRD08844,WH018,2025-03-29,-48,adjustment
MV0004920,PRD01583,WH015,2024-12-11,-83,adjustment
MV0004921,PRD04689,WH019,2024-12-24,919,outbound
MV0004922,PRD02031,WH005,2024-10-28,516,replenishment
MV0004923,PRD06351,WH017,2025-05-09,479,adjustment
MV0004924,PRD06853,WH003,2025-09-15,717,replenishment
MV0004925,PRD08396,WH009,2024-12-08,-412,adjustment
MV0004926,PRD08015,WH010,2024-10-19,-34,outbound
MV0004927,PRD00011,WH011,2024-10-13,-16,replenishment
MV0004928,PRD01125,WH012,2025-02-11,350,adjustment
MV0004929,PRD03276,WH018,2025-07-13,-476,adjustment
MV0004930,PRD01682,WH005,2025-08-16,28,outbound
MV0004931,PRD09246,WH015,2024-10-21,389,adjustment
MV0004932,PRD07384,WH009,2025-02-06,-493,replenishment
MV0004933,PRD00241,WH002,2025-08-10,925,adjustment
MV0004934,PRD05564,WH005,2025-07-14,77,adjustment
MV0004935,PRD03807,WH010,2025-09-27,424,outbound
MV0004936,PRD04665,WH020,2025-06-16,770,adjustment
MV0004937,PRD05637,WH010,2025-01-25,108,replenishment
MV0004938,PRD04434,WH014,2024-12-28,568,outbound
MV0004939,PRD01465,WH014,2024-10-27,-221,replenishment
MV0004940,PRD03603,WH010,2025-06-03,-429,replenishment
MV0004941,PRD00567,WH001,2025-04-18,-186,outbound
MV0004942,PRD02447,WH008,2025-08-30,-162,replenishment
MV0004943,PRD09342,WH008,2025-04-06,745,adjustment
MV0004944,PRD03645,WH016,2025-08-20,84,outbound
MV0004945,PRD06327,WH011,2024-10-11,-430,outbound
MV0004946,PRD01265,WH013,2024-10-12,458,replenishment
MV0004947,PRD05770,WH011,2025-02-24,819,outbound
MV0004948,PRD05960,WH005,2025-02-06,946,adjustment
MV0004949,PRD02930,WH013,2025-08-30,-285,outbound
MV0004950,PRD09210,WH012,2025-05-23,419,adjustment
MV0004951,PRD06522,WH002,2024-12-28,143,replenishment
MV0004952,PRD07092,WH007,2025-08-25,-422,adjustment
MV0004953,PRD05049,WH012,2025-05-25,-89,adjustment
MV0004954,PRD07929,WH011,2025-07-21,-369,replenishment
MV0004955,PRD02054,WH006,2025-07-29,696,adjustment
MV0004956,PRD09693,WH015,2025-06-23,-271,replenishment
MV0004957,PRD09731,WH002,2025-06-22,128,adjustment
MV0004958,PRD00218,WH012,2024-10-07,-220,replenishment
MV0004959,PRD04709,WH006,2025-08-10,909,adjustment
MV0004960,PRD06840,WH010,2025-06-11,909,adjustment
MV0004961,PRD08339,WH015,2025-03-04,279,outbound
MV0004962,PRD00049,WH013,2025-05-04,8,replenishment
MV0004963,PRD03978,WH013,2024-12-31,-454,outbound
MV0004964,PRD07249,WH012,2025-05-02,-174,outbound
MV0004965,PRD01343,WH019,2025-01-21,-200,adjustment
MV0004966,PRD04184,WH002,2024-12-10,222,replenishment
MV0004967,PRD05015,WH003,2024-12-29,279,adjustment
MV0004968,PRD03486,WH014,2024-11-01,-198,outbound
MV0004969,PRD00863,WH004,2024-12-08,925,outbound
MV0004970,PRD01914,WH005,2024-12-09,-113,replenishment
MV0004971,PRD02872,WH005,2025-06-14,508,replenishment
MV0004972,PRD06961,WH011,2025-03-31,719,outbound
MV0004973,PRD00198,WH004,2025-07-06,-3,replenishment
MV0004974,PRD01717,WH012,2025-09-04,-206,adjustment
MV0004975,PRD08471,WH007,2025-05-31,989,replenishment
MV0004976,PRD01143,WH008,2024-10-04,402,outbound
MV0004977,PRD06212,WH013,2024-11-14,-275,outbound
MV0004978,PRD03715,WH012,2024-09-27,829,replenishment
MV0004979,PRD05509,WH003,2025-08-01,865,adjustment
MV0004980,PRD05419,WH020,2025-07-15,-198,adjustment
MV0004981,PRD04066,WH012,2025-03-04,579,outbound
MV0004982,PRD09603,WH012,2025-07-10,395,replenishment
MV0004983,PRD08530,WH001,2024-12-09,-473,adjustment
MV0004984,PRD06200,WH005,2025-06-22,369,outbound
MV0004985,PRD05137,WH005,2025-01-02,735,replenishment
MV0004986,PRD05853,WH003,2025-04-09,278,adjustment
MV0004987,PRD03978,WH009,2024-10-21,256,outbound
MV0004988,PRD00025,WH007,2024-11-24,79,adjustment
MV0004989,PRD03508,WH018,2025-07-24,410,replenishment
MV0004990,PRD07619,WH003,2024-11-01,-345,replenishment
MV0004991,PRD01434,WH010,2024-11-24,40,adjustment
MV0004992,PRD00041,WH002,2025-06-11,453,outbound
MV0004993,PRD04619,WH013,2024-11-28,722,replenishment
MV0004994,PRD06511,WH018,2024-12-09,902,replenishment
MV0004995,PRD00724,WH009,2024-11-23,967,outbound
MV0004996,PRD07527,WH016,2025-03-14,906,replenishment
MV0004997,PRD07957,WH016,2025-08-25,182,replenishment
MV0004998,PRD02233,WH002,2024-10-22,-378,outbound
MV0004999,PRD06267,WH014,2025-09-02,353,outbound
MV0005000,PRD06772,WH017,2024-12-29,-152,replenishment
MV0005001,PRD04611,WH003,2025-05-25,607,adjustment
MV0005002,PRD07250,WH018,2025-03-21,634,replenishment
MV0005003,PRD08852,WH018,2025-03-31,793,replenishment
MV0005004,PRD03689,WH016,2025-02-08,80,adjustment
MV0005005,PRD00364,WH001,2025-09-23,899,adjustment
MV0005006,PRD04693,WH006,2025-07-09,657,replenishment
